description,category
ICICI Bank order 5858,BANKING
Fortis Hospital Bangalore,HEALTH
Swiggy UPI 9666,RESTAURANTS
Mutual Fund -promo,INVESTMENT
Great Learning Mumbai,EDUCATION
HPCL Fuel POS 1434,FUEL
Sharekhan Bangalore,INVESTMENT
Landlord GPay txn 6326,RENT
College Fee 3518.02,EDUCATION
Cult.fit IN,SUBSCRIPTIONS
HDFC Bank UPI 8142,BANKING
Rapido ACH 1098,TRANSPORT
Gaana +tax 9812.68,ENTERTAINMENT
College Fee ACH 1910,EDUCATION
HDFC Payroll order 3753,INCOME
India Oil ACH 5372,FUEL
Reliance Fuel order 904,FUEL
NestAway order 220,RENT
Axis Bank ACH 531,BANKING
Upstox 5772.47 INR,INVESTMENT
Airport Taxi order 6735,TRANSPORT
JioFiber NEFT 5601,UTILITIES
Amazon Prime Video Bangalore,ENTERTAINMENT
Blinkit 5955.68,GROCERIES
AWS Subscription order 3815,SUBSCRIPTIONS
Hotel Booking NEFT 150,TRAVEL
Sharekhan +tax 6425.54,INVESTMENT
Kotak Bank NEFT 3741,BANKING
Amazon Prime Video +tax 2689.32,ENTERTAINMENT
Sharekhan #586,INVESTMENT
Landlord 9569.28 INR,RENT
College Fee +tax 8185.58,EDUCATION
Hotel Booking NEFT 6498,TRAVEL
1mg Pharmacy order 7514,HEALTH
BigBasket IN,GROCERIES
BESCOM 2632.28 INR,UTILITIES
OYO Rooms ACH 4178,TRAVEL
HPCL Fuel order 5735,FUEL
Nature's Basket Bangalore,GROCERIES
Zepto IN,GROCERIES
Reliance Fuel 2927.61 INR,FUEL
ICICI Bank NEFT 8469,BANKING
HPCL Fuel Bangalore,FUEL
Landlord #4165,RENT
HDFC Bank 5519.08,BANKING
Employer Inc Bangalore,INCOME
BESCOM -promo,UTILITIES
Nature's Basket UPI 3403,GROCERIES
1mg Pharmacy POS 9008,HEALTH
Hdfc Bank -promo,BANKING
Motilal Oswal ACH 7063,INVESTMENT
IRCTC ACH 8284,TRANSPORT
Kotak Bank #3148,BANKING
HDFC Bank -promo,BANKING
Great Learning online,EDUCATION
YouTube Premium #5668,SUBSCRIPTIONS
Fortis Hospital Bangalore,HEALTH
IndianOil +tax 2900.16,FUEL
Landlord Mumbai,RENT
Airtel Fiber 1865.84 INR,UTILITIES
Myntra GPay txn 694,SHOPPING
Apollo Clinic NEFT 6897,HEALTH
Landlord order 5759,RENT
Indian Coffee House UPI 3214,RESTAURANTS
AWS Subscription 6173.16 INR,SUBSCRIPTIONS
Axis Bank ACH 4409,BANKING
Blinkit +tax 6940.19,GROCERIES
ICICI Bank #7715,BANKING
NestAway -promo,RENT
School Payment GPay txn 5884,EDUCATION
SBI Bank 991.93 INR,BANKING
Motilal Oswal Bangalore,INVESTMENT
HDFC Payroll online,INCOME
Bharat Petroleum IN,FUEL
Indian Oil ACH 9846,FUEL
Nykaa order 4564,SHOPPING
Amazon India IN,SHOPPING
NoBroker Rent #6167,RENT
Amazon Web Services 8622.45,SUBSCRIPTIONS
Air India +tax 1830.63,TRAVEL
Salary Credit online,INCOME
JioFiber online,UTILITIES
Fortis Hospital online,HEALTH
Haldirams #4651,RESTAURANTS
Haldirams -promo,RESTAURANTS
Vistara 7657.36 INR,TRAVEL
Swiggy GPay txn 345,RESTAURANTS
Paycheck order 4425,INCOME
Paycheck #5261,INCOME
Flipkart online,SHOPPING
OYO Rooms ACH 1272,TRAVEL
Gaana +tax 804.74,ENTERTAINMENT
Upstox order 6094,INVESTMENT
Flipkart POS 8739,SHOPPING
Mahanagar Gas GPay txn 8316,UTILITIES
Dominos UPI 6866,RESTAURANTS
Uber ACH 6571,TRANSPORT
Zepto POS 2513,GROCERIES
Indian Oil GPay txn 2172,FUEL
JioFiber online,UTILITIES
Mutual Fund 8595.55 INR,INVESTMENT
Kotak Bank order 4199,BANKING
Reliance Fuel -promo,FUEL
RedBus GPay txn 860,TRANSPORT
Gaana UPI 8445,ENTERTAINMENT
Uber Bangalore,TRANSPORT
Axis Bank -promo,BANKING
Paycheck Bangalore,INCOME
Salary Credit GPay txn 7887,INCOME
Amazon Prime Video UPI 4957,ENTERTAINMENT
Air India IN,TRAVEL
Disney+ Hotstar NEFT 7554,ENTERTAINMENT
India Oil +tax 4405.33,FUEL
Zepto App NEFT 6004,GROCERIES
Coursera UPI 8343,EDUCATION
Paycheck ACH 1480,INCOME
Motilal Oswal 492.93,INVESTMENT
Kotak Bank IN,BANKING
Reliance Fuel 7215.32,FUEL
Zept0 #5958,GROCERIES
HDFC Securities order 8003,INVESTMENT
HPCL Fuel Mumbai,FUEL
Zepto UPI 8119,GROCERIES
Gaana order 5732,ENTERTAINMENT
Landlord +tax 7216.55,RENT
MSEB Electricity online,UTILITIES
Rent Payment -promo,RENT
ICICI Payroll -promo,INCOME
Myntr 5959.13 INR,SHOPPING
OLA NEFT 5420,TRANSPORT
HPCL Fuel POS 7700,FUEL
Great Learning IN,EDUCATION
Gaana POS 2514,ENTERTAINMENT
Amazon Web Services POS 8234,SUBSCRIPTIONS
Doctor Visit 9747.16 INR,HEALTH
Landlord online,RENT
MSEB Electricity Bangalore,UTILITIES
Angel One UPI 6060,INVESTMENT
Fortis Hospital NEFT 5732,HEALTH
Udemy ACH 8604,EDUCATION
Haldirams 984.61,RESTAURANTS
HDFC Bank GPay txn 3303,BANKING
Swiggy 3492.56,RESTAURANTS
Spotify #1839,ENTERTAINMENT
Netflix Mumbai,ENTERTAINMENT
Salary Credit +tax 5206.58,INCOME
Spotify 8615.71 INR,ENTERTAINMENT
HDFC Securities POS 2700,INVESTMENT
Haldirams Mumbai,RESTAURANTS
Rapido 7037.78 INR,TRANSPORT
MSEB Electricity 996.68,UTILITIES
IRCTC IN,TRANSPORT
Tanishq 8168.30 INR,SHOPPING
Flipkart Bangalore,SHOPPING
ICICI Bank UPI 1591,BANKING
Swiggy UPI 1532,RESTAURANTS
RedBus 4513.62,TRANSPORT
Hdfc Bank GPay txn 1824,BANKING
NoBroker Rent +tax 9532.45,RENT
IndianOil online,FUEL
AWS Subscription -promo,SUBSCRIPTIONS
Reliance Fresh Bangalore,GROCERIES
Upstox ACH 3850,INVESTMENT
Salary Credit #9168,INCOME
Indian Coffee House NEFT 4814,RESTAURANTS
Indian Oil +tax 7051.60,FUEL
Airtel Fiber online,UTILITIES
Cult.fit UPI 548,SUBSCRIPTIONS
Kotak Bank 6775.79,BANKING
IRCTC Bangalore,TRANSPORT
Dominos online,RESTAURANTS
AWS Subscription ACH 5012,SUBSCRIPTIONS
Amazon Web Services 1467.36 INR,SUBSCRIPTIONS
PVR Cinemas Bangalore,ENTERTAINMENT
Kotak Bank IN,BANKING
Airport Taxi +tax 868.21,TRANSPORT
Canva Pro UPI 9660,SUBSCRIPTIONS
Mahanagar Gas order 7705,UTILITIES
Kotak Bank ACH 1241,BANKING
SIP Investment Mumbai,INVESTMENT
Motilal Oswal +tax 8655.43,INVESTMENT
Fortis Hospital 7509.04 INR,HEALTH
Blinkit ACH 5474,GROCERIES
Doctor Visit #2663,HEALTH
RedBus ACH 3636,TRANSPORT
Apartment Dues order 7934,RENT
Bharat Petroleum 1360.42,FUEL
JioFiber Mumbai,UTILITIES
Landlord +tax 2397.56,RENT
Great Learning 6338.93 INR,EDUCATION
BWSSB Water Bangalore,UTILITIES
Pharmeasy +tax 8856.77,HEALTH
NestAway -promo,RENT
Reliance Fresh UPI 8818,GROCERIES
Dominos #7702,RESTAURANTS
Flipkart online,SHOPPING
SBI Bank order 9201,BANKING
Ola -promo,TRANSPORT
YouTube Premium IN,SUBSCRIPTIONS
PVR Cinemas Mumbai,ENTERTAINMENT
HDFC Payroll POS 3768,INCOME
Flipkart Mumbai,SHOPPING
Gaana ACH 9499,ENTERTAINMENT
YouTube Premium online,SUBSCRIPTIONS
Coursera +tax 8423.39,EDUCATION
Sony LIV IN,ENTERTAINMENT
Tanishq POS 4712,SHOPPING
Grocery Market 1388.05 INR,GROCERIES
Axis Bank -promo,BANKING
Amazon Prime Video NEFT 6496,ENTERTAINMENT
HDFC Payroll IN,INCOME
BESCOM ACH 810,UTILITIES
Amazon Web Services 4937.73,SUBSCRIPTIONS
HDFC online,BANKING
Sharekhan UPI 377,INVESTMENT
PVR Cinemas NEFT 1995,ENTERTAINMENT
Reliance Fresh order 2429,GROCERIES
More Supermarket 7143.99 INR,GROCERIES
Air India online,TRAVEL
HDFC Payroll +tax 8427.77,INCOME
Paycheck POS 4235,INCOME
Hotel Booking ACH 9605,TRAVEL
BWSSB Water -promo,UTILITIES
NestAway ACH 2844,RENT
NoBroker Rent 123.11 INR,RENT
ICICI Bank ACH 3303,BANKING
Angel One online,INVESTMENT
Yatra.com order 7178,TRAVEL
Nykaa POS 1380,SHOPPING
GoFirst ACH 9074,TRAVEL
RedBus 4127.19,TRANSPORT
Apartment Dues order 8605,RENT
YouTube Premium +tax 4565.53,SUBSCRIPTIONS
NoBroker Rent Bangalore,RENT
MSEB Electricity -promo,UTILITIES
College Fee 2393.75 INR,EDUCATION
Uber India 313.64 INR,TRANSPORT
Rapido #9426,TRANSPORT
NoBroker Rent online,RENT
Cult.fit NEFT 4901,SUBSCRIPTIONS
Rent Payment NEFT 2712,RENT
Dropbox plan UPI 147,SUBSCRIPTIONS
Amazon Prime Video 6774.55,ENTERTAINMENT
IRCTC online,TRANSPORT
NoBroker Rent 877.10 INR,RENT
ICICI Direct Mumbai,INVESTMENT
Headspace 3690.65,SUBSCRIPTIONS
Disney+ Hotstar IN,ENTERTAINMENT
Employer Inc online,INCOME
Mahanagar Gas online,UTILITIES
NestAway #9601,RENT
Airtel Fiber UPI 6773,UTILITIES
Canva Pro UPI 205,SUBSCRIPTIONS
Reliance Fresh Bangalore,GROCERIES
Dominos IN,RESTAURANTS
Dominos +tax 4498.64,RESTAURANTS
ICICI Bank POS 5682,BANKING
Zepto ACH 9889,GROCERIES
HDFC Bank #2755,BANKING
Indian Oil NEFT 3587,FUEL
Zepto GPay txn 2923,GROCERIES
Salary Credit POS 9713,INCOME
Apartment Dues 1963.25 INR,RENT
BESCOM 5938.24 INR,UTILITIES
Kotak Bank Bangalore,BANKING
Croma 4690.84,SHOPPING
Salary Credit +tax 9327.18,INCOME
India Oil UPI 7370,FUEL
Udemy POS 1479,EDUCATION
Spotify POS 3193,ENTERTAINMENT
Bharat Petroleum 112.85 INR,FUEL
Croma 1138.42 INR,SHOPPING
BESCOM NEFT 1412,UTILITIES
Great Learning IN,EDUCATION
Salary Credit Mumbai,INCOME
UpGrad order 5479,EDUCATION
Indian Oil 7861.86 INR,FUEL
Cult.fit 9131.91,SUBSCRIPTIONS
Bharat Petroleum IN,FUEL
MSEB Electricity IN,UTILITIES
More Supermarket POS 3982,GROCERIES
JioFiber ACH 6801,UTILITIES
OYO Rooms POS 6650,TRAVEL
Axis Bank #6092,BANKING
Mutual Fund -promo,INVESTMENT
Upstox +tax 8542.52,INVESTMENT
Reliance Fuel +tax 5519.70,FUEL
Canva Pro POS 3989,SUBSCRIPTIONS
JioFiber 8881.46,UTILITIES
Axis Bank NEFT 5922,BANKING
Barbeque Nation Mumbai,RESTAURANTS
JioFiber IN,UTILITIES
Grocery Market 6677.73 INR,GROCERIES
Salary Credit 9051.94 INR,INCOME
Reliance Fresh ACH 8635,GROCERIES
AWS Subscription NEFT 3773,SUBSCRIPTIONS
Myntra.com +tax 652.43,SHOPPING
Airport Taxi order 5941,TRANSPORT
MSEB Electricity Mumbai,UTILITIES
Amzn India #2655,SHOPPING
Nature's Basket IN,GROCERIES
Yatra.com NEFT 6114,TRAVEL
Fortis Hospital -promo,HEALTH
BookMyShow Bangalore,ENTERTAINMENT
Canva Pro IN,SUBSCRIPTIONS
Bharat Petroleum Bangalore,FUEL
OYO Rooms 3078.09 INR,TRAVEL
Amazon Web Services 5216.70,SUBSCRIPTIONS
ICICI Payroll NEFT 2525,INCOME
Rent Payment IN,RENT
Sony LIV 9446.88 INR,ENTERTAINMENT
Reliance Fuel NEFT 6091,FUEL
Haldirams -promo,RESTAURANTS
HDFC Securities IN,INVESTMENT
1mg Pharmacy 9300.07 INR,HEALTH
Indian Oil UPI 1561,FUEL
Apartment Dues Bangalore,RENT
SBI Bank 1098.33,BANKING
Zomato IN,RESTAURANTS
Axis Bank -promo,BANKING
1mg Pharmacy POS 3500,HEALTH
HPCL Fuel Bangalore,FUEL
Dominos -promo,RESTAURANTS
Angel One NEFT 7856,INVESTMENT
Airport Taxi ACH 714,TRANSPORT
Paycheck ACH 7844,INCOME
Indian Coffee House GPay txn 4650,RESTAURANTS
Airport Taxi NEFT 7373,TRANSPORT
Apartment Dues online,RENT
OLA POS 7117,TRANSPORT
SBI Bank GPay txn 8934,BANKING
HPCL Fuel ACH 9123,FUEL
BWSSB Water online,UTILITIES
NestAway -promo,RENT
Indian Oil UPI 2166,FUEL
BigBasket online,GROCERIES
Blinkit ACH 2917,GROCERIES
Canva Pro NEFT 7960,SUBSCRIPTIONS
Mutual Fund POS 4203,INVESTMENT
HDFC Bank IN,BANKING
Fortis Hospital online,HEALTH
Haldirams IN,RESTAURANTS
Ubr Mumbai,TRANSPORT
Mutual Fund -promo,INVESTMENT
Bharat Petroleum NEFT 8328,FUEL
Rent Payment GPay txn 2749,RENT
Airport Taxi POS 1136,TRANSPORT
GoFirst UPI 8566,TRAVEL
Unacademy Mumbai,EDUCATION
ICICI Bank Bangalore,BANKING
JioFiber UPI 7131,UTILITIES
Fortis Hospital order 2791,HEALTH
Rapido 5983.33 INR,TRANSPORT
Myntra +tax 8674.55,SHOPPING
ICICI Payroll order 1888,INCOME
Cult.fit ACH 1935,SUBSCRIPTIONS
HPCL Fuel ACH 4859,FUEL
OYO Rooms 2387.92 INR,TRAVEL
Myntra GPay txn 8800,SHOPPING
Netflix UPI 217,ENTERTAINMENT
ICICI Direct ACH 655,INVESTMENT
Axis Bank 7576.19 INR,BANKING
Rent Payment POS 149,RENT
HDFC Securities Bangalore,INVESTMENT
Salary Credit Mumbai,INCOME
Grocery Market Mumbai,GROCERIES
Apollo Clinic #3740,HEALTH
Barbeque Nation -promo,RESTAURANTS
Airtel Fiber 7414.19,UTILITIES
Flipkart 557.31 INR,SHOPPING
Spotify #971,ENTERTAINMENT
Haldirams POS 2065,RESTAURANTS
Rent Payment +tax 4270.73,RENT
ICICI Payroll UPI 2466,INCOME
Apartment Dues UPI 9100,RENT
NestAway NEFT 4290,RENT
UpGrad 5221.70 INR,EDUCATION
Nature's Basket #3103,GROCERIES
BESCOM UPI 5695,UTILITIES
Gaana Bangalore,ENTERTAINMENT
Bharat Petroleum POS 9209,FUEL
Air India POS 5641,TRAVEL
Amazon Web Services +tax 3156.02,SUBSCRIPTIONS
OYO Rooms POS 8613,TRAVEL
JioFiber UPI 735,UTILITIES
Indian Coffee House POS 7168,RESTAURANTS
Upstox #3606,INVESTMENT
HDFC Payroll Mumbai,INCOME
Great Learning 5344.49 INR,EDUCATION
SIP Investment 8240.69,INVESTMENT
Sony LIV +tax 7059.85,ENTERTAINMENT
GoFirst GPay txn 1217,TRAVEL
HPCL Fuel ACH 8671,FUEL
HPCL Fuel #612,FUEL
JioFiber #2469,UTILITIES
Upstox IN,INVESTMENT
Reliance Fresh ACH 2937,GROCERIES
Prime Music ACH 5882,ENTERTAINMENT
Flipkart order 8378,SHOPPING
Doctor Visit POS 3169,HEALTH
Salary Credit 5454.04,INCOME
Salary Credit Bangalore,INCOME
Axis Bank online,BANKING
Swiggy NEFT 7907,RESTAURANTS
BigBasket UPI 6424,GROCERIES
More Supermarket Bangalore,GROCERIES
Motilal Oswal ACH 1988,INVESTMENT
Bharat Petroleum Bangalore,FUEL
JioFiber Mumbai,UTILITIES
Hotel Booking -promo,TRAVEL
Airport Taxi POS 6916,TRANSPORT
Dropbox plan Bangalore,SUBSCRIPTIONS
NestAway GPay txn 9754,RENT
GoFirst Bangalore,TRAVEL
Fortis Hospital IN,HEALTH
Netflix GPay txn 2641,ENTERTAINMENT
Indian Oil 553.40 INR,FUEL
Rent Payment 435.91,RENT
ICICI Payroll order 2837,INCOME
Udemy 7203.52 INR,EDUCATION
Pharmeasy online,HEALTH
Headspace online,SUBSCRIPTIONS
Cafe Coffee Day online,RESTAURANTS
Swiggy Bangalore,RESTAURANTS
Byju's #7603,EDUCATION
ICICI Bank #5980,BANKING
Apartment Dues order 8125,RENT
Landlord Mumbai,RENT
HDFC Payroll order 7796,INCOME
Flpkart 1646.21,SHOPPING
Fortis Hospital online,HEALTH
Vistara +tax 6879.19,TRAVEL
Reliance Fuel Mumbai,FUEL
IndiGo -promo,TRAVEL
Groww GPay txn 8441,INVESTMENT
Ajio UPI 7988,SHOPPING
Headspace Mumbai,SUBSCRIPTIONS
Yatra.com #4889,TRAVEL
Zomato online,RESTAURANTS
Amazon India +tax 5879.14,SHOPPING
Headspace Bangalore,SUBSCRIPTIONS
Dropbox plan Bangalore,SUBSCRIPTIONS
BESCOM +tax 4958.27,UTILITIES
SIP Investment ACH 1545,INVESTMENT
School Payment POS 4851,EDUCATION
Indian Coffee House Mumbai,RESTAURANTS
IndiGo 8278.87,TRAVEL
1mg Pharmacy order 1219,HEALTH
Apollo Clinic Mumbai,HEALTH
Zomato Bangalore,RESTAURANTS
Rapido +tax 2845.64,TRANSPORT
Amazon Web Services 4647.29 INR,SUBSCRIPTIONS
IRCTC Bangalore,TRANSPORT
Groww Mumbai,INVESTMENT
Yatra.com Mumbai,TRAVEL
Great Learning -promo,EDUCATION
Amazon Prime Video UPI 5323,ENTERTAINMENT
SIP Investment -promo,INVESTMENT
Cafe Coffee Day Bangalore,RESTAURANTS
MakeMyTrip Bangalore,TRAVEL
SBI Bank online,BANKING
Croma UPI 8462,SHOPPING
Croma Bangalore,SHOPPING
Reliance Fuel UPI 8563,FUEL
Amazon Web Services POS 2288,SUBSCRIPTIONS
HPCL Fuel 9617.60,FUEL
Hotel Booking Mumbai,TRAVEL
Indian Coffee House NEFT 4839,RESTAURANTS
SBI Bank online,BANKING
Reliance Fuel #3267,FUEL
Ajio 8169.32 INR,SHOPPING
Tanishq #6123,SHOPPING
Indian Oil 9690.02,FUEL
Unacademy +tax 3001.03,EDUCATION
Bharat Petroleum GPay txn 8374,FUEL
Air India GPay txn 1993,TRAVEL
BESCOM NEFT 221,UTILITIES
Flipkart IN,SHOPPING
ICICI Direct 4895.86,INVESTMENT
Dropbox plan POS 7579,SUBSCRIPTIONS
BookMyShow #7768,ENTERTAINMENT
More Supermarket POS 3441,GROCERIES
1mg Pharmacy -promo,HEALTH
NestAway 3606.56,RENT
1mg Pharmacy -promo,HEALTH
School Payment Mumbai,EDUCATION
Airport Taxi ACH 2516,TRANSPORT
HDFC Payroll IN,INCOME
Unacademy POS 7454,EDUCATION
Landlord POS 5442,RENT
MSEB Electricity POS 3483,UTILITIES
Spotify NEFT 5996,ENTERTAINMENT
Employer Inc NEFT 999,INCOME
Uber online,TRANSPORT
Gaana #5016,ENTERTAINMENT
Indian Oil GPay txn 6564,FUEL
Myntra Bangalore,SHOPPING
Hotel Booking POS 2449,TRAVEL
Bharat Petroleum online,FUEL
Cafe Coffee Day #1646,RESTAURANTS
Ajio Mumbai,SHOPPING
SBI Bank POS 1964,BANKING
Cult.fit 6010.55,SUBSCRIPTIONS
ICICI Bank -promo,BANKING
Salary Credit +tax 304.17,INCOME
Zommato UPI 4561,RESTAURANTS
IndiGo 8942.18,TRAVEL
RedBus NEFT 6235,TRANSPORT
Headspace GPay txn 6468,SUBSCRIPTIONS
Prime Music UPI 3447,ENTERTAINMENT
Apartment Dues Mumbai,RENT
OLA POS 5173,TRANSPORT
SIP Investment Bangalore,INVESTMENT
Employer Inc +tax 7990.32,INCOME
Flipkart Bangalore,SHOPPING
Angel One -promo,INVESTMENT
BESCOM GPay txn 2347,UTILITIES
Myntra NEFT 1351,SHOPPING
MakeMyTrip NEFT 5798,TRAVEL
Angel One UPI 517,INVESTMENT
Rent Payment -promo,RENT
Upstox +tax 3219.12,INVESTMENT
Salary Credit NEFT 3955,INCOME
MSEB Electricity Bangalore,UTILITIES
Groww online,INVESTMENT
HDFC #904,BANKING
RedBus -promo,TRANSPORT
Grocery Market NEFT 5426,GROCERIES
SBI Bank #8132,BANKING
1mg Pharmacy +tax 8919.65,HEALTH
Kotak Bank POS 4734,BANKING
Great Learning order 900,EDUCATION
Amzn India ACH 888,SHOPPING
Coursera ACH 6795,EDUCATION
JioFiber IN,UTILITIES
Mahanagar Gas NEFT 6943,UTILITIES
ICICI Direct order 8543,INVESTMENT
Paycheck GPay txn 8389,INCOME
BESCOM order 4108,UTILITIES
School Payment online,EDUCATION
Dominos IN,RESTAURANTS
Apartment Dues 3495.73,RENT
Reliance Fuel 4915.82 INR,FUEL
MSEB Electricity order 7731,UTILITIES
HDFC Payroll UPI 4362,INCOME
AWS Subscription IN,SUBSCRIPTIONS
MSEB Electricity Bangalore,UTILITIES
YouTube Premium Mumbai,SUBSCRIPTIONS
Reliance Fresh ACH 2431,GROCERIES
Amazon Web Services Bangalore,SUBSCRIPTIONS
Rapido #2058,TRANSPORT
Vistara POS 9292,TRAVEL
Sony LIV ACH 6366,ENTERTAINMENT
Canva Pro IN,SUBSCRIPTIONS
Yatra.com -promo,TRAVEL
Air India order 6347,TRAVEL
Doctor Visit ACH 5796,HEALTH
IndiGo -promo,TRAVEL
Cafe Coffee Day ACH 1430,RESTAURANTS
Apollo Clinic IN,HEALTH
Dominos -promo,RESTAURANTS
Swggy Bangalore,RESTAURANTS
Amazon Prime Video -promo,ENTERTAINMENT
HPCL Fuel NEFT 5759,FUEL
Rapido #1179,TRANSPORT
School Payment 5467.96,EDUCATION
Haldirams 9576.93,RESTAURANTS
Hotel Booking 1041.68,TRAVEL
Zepto NEFT 3683,GROCERIES
Amzn India #6088,SHOPPING
UpGrad UPI 1203,EDUCATION
Paycheck UPI 5613,INCOME
ICICI Bank Bangalore,BANKING
College Fee +tax 9110.53,EDUCATION
Ajio UPI 9045,SHOPPING
Kotak Bank order 2253,BANKING
Paycheck Bangalore,INCOME
Apollo Clinic -promo,HEALTH
Swiggy POS 8545,RESTAURANTS
IndiGo ACH 9612,TRAVEL
Nature's Basket order 4816,GROCERIES
IRCTC -promo,TRANSPORT
YouTube Premium 9820.23 INR,SUBSCRIPTIONS
Reliance Fresh UPI 3618,GROCERIES
Apartment Dues GPay txn 3886,RENT
Pharmeasy online,HEALTH
Paycheck Mumbai,INCOME
Rent Payment Mumbai,RENT
1mg Pharmacy GPay txn 4624,HEALTH
Yatra.com ACH 8808,TRAVEL
HPCL Fuel POS 1834,FUEL
School Payment online,EDUCATION
Prime Music -promo,ENTERTAINMENT
Landlord Mumbai,RENT
Yatra.com 1849.51,TRAVEL
Grocery Market UPI 5967,GROCERIES
Cult.fit ACH 3378,SUBSCRIPTIONS
School Payment GPay txn 5654,EDUCATION
Rent Payment -promo,RENT
Zepto GPay txn 4801,GROCERIES
ICICI Bank -promo,BANKING
Vistara online,TRAVEL
HDFC Securities UPI 4923,INVESTMENT
MakeMyTrip #1548,TRAVEL
Fortis Hospital 3209.69,HEALTH
IndiGo 2631.99 INR,TRAVEL
Nature's Basket #8264,GROCERIES
Mahanagar Gas NEFT 6261,UTILITIES
Haldirams 580.72 INR,RESTAURANTS
Yatra.com Bangalore,TRAVEL
Zerodha 1304.38,INVESTMENT
OYO Rooms online,TRAVEL
Yatra.com order 7220,TRAVEL
Paycheck NEFT 7821,INCOME
Apollo Clinic POS 340,HEALTH
Landlord Bangalore,RENT
Kotak Bank +tax 5545.45,BANKING
SBI Bank order 4749,BANKING
Rent Payment GPay txn 8671,RENT
MSEB Electricity -promo,UTILITIES
Pharmeasy +tax 5939.69,HEALTH
Haldirams -promo,RESTAURANTS
Fortis Hospital Bangalore,HEALTH
OYO Rooms Mumbai,TRAVEL
Apartment Dues 5193.44,RENT
Ajio 789.08 INR,SHOPPING
NoBroker Rent +tax 1373.10,RENT
HDFC Securities 107.27,INVESTMENT
Salary Credit -promo,INCOME
Canva Pro +tax 650.97,SUBSCRIPTIONS
Yatra.com Mumbai,TRAVEL
Rapido GPay txn 7107,TRANSPORT
Reliance Fresh UPI 8313,GROCERIES
MSEB Electricity Bangalore,UTILITIES
Zepto order 2183,GROCERIES
Airtel Fiber IN,UTILITIES
Airtel Fiber Bangalore,UTILITIES
RedBus 5381.68 INR,TRANSPORT
Paycheck IN,INCOME
HPCL Fuel Mumbai,FUEL
Flipkart -promo,SHOPPING
Rapido 5172.02 INR,TRANSPORT
Paycheck -promo,INCOME
Mahanagar Gas Mumbai,UTILITIES
Angel One +tax 7356.49,INVESTMENT
NestAway GPay txn 1025,RENT
ICICI Bank -promo,BANKING
Yatra.com NEFT 9924,TRAVEL
JioFiber +tax 7977.03,UTILITIES
Uber IN,TRANSPORT
Ola order 1824,TRANSPORT
Haldirams -promo,RESTAURANTS
Gaana Mumbai,ENTERTAINMENT
OLA 9781.37 INR,TRANSPORT
IndiGo IN,TRAVEL
Cult.fit ACH 2607,SUBSCRIPTIONS
HDFC Securities 6958.75,INVESTMENT
HDFC Payroll online,INCOME
RedBus -promo,TRANSPORT
MakeMyTrip order 3656,TRAVEL
Mahanagar Gas -promo,UTILITIES
Mahanagar Gas UPI 7520,UTILITIES
HDFC Payroll +tax 8818.63,INCOME
BWSSB Water POS 848,UTILITIES
MSEB Electricity -promo,UTILITIES
Apollo Clinic online,HEALTH
NoBroker Rent POS 9005,RENT
Salary Credit +tax 6971.97,INCOME
Indian Coffee House IN,RESTAURANTS
India Oil Bangalore,FUEL
Bharat Petroleum Mumbai,FUEL
NoBroker Rent ACH 1664,RENT
Doctor Visit +tax 5515.07,HEALTH
Mutual Fund GPay txn 6943,INVESTMENT
BigBasket Bangalore,GROCERIES
Swiggy order 1994,RESTAURANTS
IndiGo Mumbai,TRAVEL
BESCOM NEFT 1818,UTILITIES
Gaana -promo,ENTERTAINMENT
Blinkit Mumbai,GROCERIES
Hotel Booking POS 2308,TRAVEL
Canva Pro POS 9286,SUBSCRIPTIONS
YouTube Premium GPay txn 2100,SUBSCRIPTIONS
Prime Music order 6453,ENTERTAINMENT
BigBasket ACH 2738,GROCERIES
Coursera #3478,EDUCATION
Paycheck ACH 986,INCOME
Sony LIV IN,ENTERTAINMENT
MakeMyTrip 5314.34 INR,TRAVEL
Rapido -promo,TRANSPORT
Employer Inc POS 9947,INCOME
Coursera ACH 1005,EDUCATION
Groww 983.01 INR,INVESTMENT
College Fee 6161.02,EDUCATION
Nature's Basket -promo,GROCERIES
Headspace GPay txn 5313,SUBSCRIPTIONS
Zerodha online,INVESTMENT
Byju's Bangalore,EDUCATION
Cult.fit UPI 7471,SUBSCRIPTIONS
JioFiber GPay txn 534,UTILITIES
Ola Cabs GPay txn 2102,TRANSPORT
Netflix GPay txn 3892,ENTERTAINMENT
Headspace +tax 3136.38,SUBSCRIPTIONS
Udemy +tax 5925.08,EDUCATION
BWSSB Water ACH 365,UTILITIES
Mutual Fund IN,INVESTMENT
Vistara UPI 1158,TRAVEL
Salary Credit -promo,INCOME
Byju's +tax 9999.14,EDUCATION
Rent Payment online,RENT
NoBroker Rent ACH 5881,RENT
Axis Bank -promo,BANKING
PVR Cinemas Mumbai,ENTERTAINMENT
UpGrad 2955.83 INR,EDUCATION
PVR Cinemas ACH 7708,ENTERTAINMENT
UpGrad 4731.11,EDUCATION
ICICI Direct UPI 4525,INVESTMENT
Paycheck NEFT 4146,INCOME
Flipkart -promo,SHOPPING
Nature's Basket Mumbai,GROCERIES
SIP Investment 1265.12,INVESTMENT
Ola 9139.31 INR,TRANSPORT
MSEB Electricity IN,UTILITIES
Dominos 1576.68,RESTAURANTS
Apollo Clinic order 5169,HEALTH
1mg Pharmacy NEFT 8394,HEALTH
